id,version,description,title,timezone,details,duration,updated_at,points,steps,created_at,calories,distance_miles,duration_millis,account_id,occurred_at,activity_metric_amount,activity_type_id,workout_entry_id,google_place_id,photo_url,activity_count,apple_device_name,apple_source_name,apple_workout_uuid,activity_type
289497622,v2,,Day 1,America/Bahia,,60,2025-07-17T22:40:23.969777Z,1.5,,2025-07-17T22:40:23.969777Z,,,3600000,4626581,2025-07-17T22:39:00.000000Z,,,129266590,,https://cdn.gymrats.app/4a3baa98-2c08-4230-9670-eb540f7a8fb4.jpg,1,,,,
289498580,v2,,🔥🔥🔥🔥,America/Bahia,,41,2025-07-17T22:40:58.486045Z,1.0270833333333333,,2025-07-17T22:40:58.486045Z,,"""1.242742384474668""",2465000,4613998,2025-07-17T22:40:00.000000Z,,,129267015,,https://cdn.gymrats.app/8409f01f-a62a-46c1-a9a9-bdebeb883e5b.jpg,1,,,,
289533063,v2,,NDDI no topo 💪🏽,America/Bahia,,50,2025-07-17T23:34:26.330067Z,1.25,,2025-07-17T23:01:54.332327Z,,,3000000,698095,2025-07-17T23:01:32.000000Z,,a754f3f0-40c3-4042-acac-d3dbbb3eb241,129282305,,https://cdn.gymrats.app/3bde6284-8ccf-4813-813f-b60a180bfdb2.jpg,0,,,,
289561354,v2,,Dia 1,America/Bahia,,50,2025-07-18T00:19:29.979274Z,1.2616666666666667,,2025-07-17T23:17:57.262405Z,,,3028000,1641124,2025-07-17T21:23:39.000000Z,,,129294839,,https://cdn.gymrats.app/06c06772-b0a8-4c78-9c3b-3f0d706ec6d9.jpg,1,,,,
289583300,v2,,Cardio 🫀,America/Bahia,,42,2025-07-17T23:30:58.990722Z,1.0692320833333333,,2025-07-17T23:30:58.990722Z,395,,2566157,1644752,2025-07-17T22:44:21.000000Z,,,129304507,,https://cdn.gymrats.app/dcc526ea-0bf4-4eb8-baee-185caaba45a2.jpg,1,,,,
289622742,v2,,+ 1 NDDI 💥💨,America/Sao_Paulo,,40,2025-07-17T23:54:59.727185Z,1.0241666666666667,,2025-07-17T23:54:59.727185Z,,"""1.7709078978764017""",2458000,3432244,2025-07-17T23:00:00.000000Z,,,129321902,,https://cdn.gymrats.app/42be015b-55da-4511-b9bb-13e6bf1800d9.jpg,1,,,,
289630388,v2,,Dia 01,America/Sao_Paulo,,54,2025-07-17T23:59:53.489886Z,1.35,,2025-07-17T23:59:53.489886Z,480,"""11.806052652509345""",3240000,4630016,2025-07-17T23:57:33.238275Z,,,129325274,,https://cdn.gymrats.app/c5e5fea5-d526-4d27-8245-c9ead17a7dac.jpg,1,,,,
289650720,v2,,✍🏽,America/Bahia,,69,2025-07-18T00:11:52.202082Z,1.7263787499999999,,2025-07-18T00:11:52.202082Z,647,,4143309,288715,2025-07-17T15:20:01.000000Z,,,129334235,,https://firebasestorage.googleapis.com/v0/b/gymrats-1549569453212.appspot.com/o/fst.png?alt=media&token=55dd8146-cb7e-4729-a577-e4b8a315c91d,1,,,,
289674280,v2,,Conforme planejado ✅,America/Bahia,,60,2025-07-18T00:26:58.413176Z,1.5,,2025-07-18T00:26:58.413176Z,,,3600000,220368,2025-07-17T23:24:00.000000Z,,,129344630,,https://cdn.gymrats.app/73c7e54e-4dcd-466d-9773-9cc435b0c4b6.jpg,1,,,,
289687451,v2,,✅,America/Bahia,,45,2025-07-18T00:36:05.924721Z,1.125,,2025-07-18T00:35:52.561338Z,,,2700000,4634879,2025-07-18T00:35:43.000000Z,,a754f3f0-40c3-4042-acac-d3dbbb3eb241,129350464,,https://cdn.gymrats.app/72bfe60a-e837-4ead-a2b6-5117a0d43b0f.jpg,0,,,,
289691885,v2,,Dia 1 - 1h de handebol 🤾‍♀️,America/Bahia,,60,2025-07-18T00:38:56.162947Z,1.5,,2025-07-18T00:38:56.162947Z,,,3600000,531003,2025-07-17T23:04:00.000000Z,,,129352419,,https://cdn.gymrats.app/0fa3754e-b317-474b-a5ba-76029aa320a3.jpg,1,,,,
289702755,v2,,1 ✅️,America/Sao_Paulo,,96,2025-07-18T00:46:58.008490Z,2.4,,2025-07-18T00:46:58.008490Z,,,5760000,370237,2025-07-17T22:35:00.000000Z,,,129357212,,https://cdn.gymrats.app/b127ed43-578a-489f-8dee-20ee7cce4fb1.jpg,1,,,,
289717472,v2,,Cardio,America/Bahia,,45,2025-07-18T00:58:01.872144Z,1.1324999999999998,135,2025-07-18T00:58:01.872144Z,447,"""3.951920782629444""",2718000,4632896,2025-07-18T00:03:00.000000Z,,,129363720,,https://cdn.gymrats.app/4bd74187-9d01-47b3-9504-3e1fd7d2eba3.jpg,1,,,,
289720341,v2,,Corda,America/Sao_Paulo,,41,2025-07-18T01:00:13.212647Z,1.0483333333333333,,2025-07-18T01:00:13.212647Z,,,2516000,4626095,2025-07-18T00:20:00.000000Z,,,129364982,,https://cdn.gymrats.app/1c1bf86b-e9e4-4cde-baf4-16f0a9782926.jpg,1,,,,
289737289,v2,Corrida ao ar livre ,Maciel,America/Sao_Paulo,,40,2025-07-18T01:21:12.777868Z,1.0,,2025-07-18T01:14:14.928778Z,440,,2400000,4626331,2025-07-18T01:13:00.000000Z,,8aa60e4c-62d9-4ca6-949b-f9425eb35ecc,129372500,,https://cdn.gymrats.app/cce01081-d1f3-4c0f-beee-d35f9be4bdfb.jpg,0,,,,
289765291,v2,"#womenphysique #dieta #treino
#constancia #discilplina",Start 🏋🏻‍♀️,America/Sao_Paulo,,150,2025-07-18T01:42:07.389064Z,3.75,,2025-07-18T01:42:07.389064Z,,,9000000,4562980,2025-07-18T00:19:00.000000Z,,,129384929,,https://cdn.gymrats.app/e544ec23-38c8-4874-b088-92474dcc394a.jpg,2,,,,
289839102,v2,,👀 +1 ,America/Bahia,,41,2025-07-18T09:28:28.940451Z,1.0258333333333334,,2025-07-18T08:50:51.441608Z,,,2462000,4624187,2025-07-18T08:50:00.000000Z,,,129417801,,https://cdn.gymrats.app/584b8276-f51e-408d-872d-819ccd57a032.jpg,1,,,,
289855756,v2,,Treino,America/Bahia,,40,2025-07-18T09:38:09.220002Z,1.0016666666666667,364,2025-07-18T09:38:09.220002Z,193,,2404000,193425,2025-07-18T08:51:59.000000Z,,,129425288,,https://cdn.gymrats.app/e5c8e06b-55f1-449e-9c86-fdf8f6db313b.jpg,1,,,,
289858193,v2,,Sextou 💪🏻,America/Bahia,,64,2025-07-18T09:43:26.658299Z,1.6111416666666667,,2025-07-18T09:43:26.658299Z,230,,3866740,731782,2025-07-18T08:37:42.000000Z,,,129426383,,https://cdn.gymrats.app/b15ba52e-fb08-4bab-b712-34b1fe105e6e.jpg,1,,,,
289869312,v2,,Sextouuu 🔥 ,America/Bahia,"{""id"":212220,""updated_at"":""2025-07-18T10:01:59"",""created_at"":""2025-07-18T10:01:59"",""workout_id"":289869312,""location_latitude"":""-12.971690897841912"",""location_longitude"":""-38.43954063024226""}",53,2025-07-18T10:01:59.441565Z,1.32625,,2025-07-18T10:01:59.441565Z,,,3183000,4441412,2025-07-18T09:03:00.000000Z,,,129431372,,https://cdn.gymrats.app/102d71b1-d380-40cd-9409-55054c42f5d5.jpg,1,,,,
289873923,v2,Foco total!,Dia 02,America/Bahia,,46,2025-07-18T10:07:49.947560Z,1.15,,2025-07-18T10:07:49.947560Z,,,2760000,4629792,2025-07-18T09:20:00.000000Z,,,129433384,,https://cdn.gymrats.app/35be4452-1e68-4682-855b-2420b5fe2045.jpg,1,,,,
289896046,v2,,2/60,America/Bahia,"{""id"":212716,""updated_at"":""2025-07-18T10:39:06"",""created_at"":""2025-07-18T10:39:06"",""workout_id"":289896046,""location_latitude"":""-12.939285090433183"",""location_longitude"":""-38.50203052761125""}",51,2025-07-18T10:39:06.485856Z,1.2970833333333334,,2025-07-18T10:39:06.485856Z,368,,3113000,512030,2025-07-18T09:44:33.000000Z,,,129443188,,https://cdn.gymrats.app/c7fc7d6b-419f-4c0a-b917-dac72ec8aa70.jpg,1,,,,
289897203,v2,,2/60,America/Bahia,,45,2025-07-18T10:40:40.413112Z,1.125,,2025-07-18T10:40:40.413112Z,154,"""0.27340332458442695""",2700000,4629843,2025-07-18T10:38:00.000000Z,,,129443699,,https://cdn.gymrats.app/f3d70f90-0a2e-4a8a-86e0-df56ab16f879.jpg,1,,,,
289943425,v2,Musculação e um cardio na esteira…,Já fez o seu bença!?,America/Bahia,,87,2025-07-18T11:38:45.469642Z,2.175,,2025-07-18T11:38:45.469642Z,,,5220000,900220,2025-07-18T09:33:00.000000Z,,,129464079,,https://cdn.gymrats.app/4240731c-5c7b-4281-aba6-f7ee53028106.jpg,1,,,,
290133551,v2,,+1,America/Bahia,,69,2025-07-18T16:21:17.487936Z,1.7455854166666664,,2025-07-18T16:21:17.487936Z,652,,4189405,288715,2025-07-18T15:10:08.000000Z,,,129548275,,https://cdn.gymrats.app/f14dcdff-1b42-4d80-8f23-a8874a59b7e5.jpg,1,,,,
290370908,v2,,Musculação,America/Sao_Paulo,,61,2025-07-18T21:49:38.130711Z,1.525,,2025-07-18T21:49:38.130711Z,531,,3660000,4633092,2025-07-18T21:48:35.352551Z,,,129653339,,https://cdn.gymrats.app/341cbe7c-23fa-4b66-a115-e9e6f949675c.jpg,1,,,,
290389442,v2,,Musculação ,America/Bahia,,50,2025-07-18T23:08:51.950467Z,1.25,,2025-07-18T22:04:14.087061Z,,,3000000,4626632,2025-07-18T22:03:00.000000Z,,,129661573,,https://cdn.gymrats.app/f4243116-b7ac-4f15-a4ec-138b437ca696.jpg,1,,,,
290440634,v2,,2/60,America/Bahia,,62,2025-07-18T22:44:24.887901Z,1.55,,2025-07-18T22:44:24.887901Z,582,,3720000,4626581,2025-07-18T22:43:00.000000Z,,,129684211,,https://cdn.gymrats.app/743264bd-b9df-436a-86d9-7fc5cece42fc.jpg,1,,,,
290462248,v2,,Foi,America/Sao_Paulo,,50,2025-07-18T23:11:29.042712Z,1.25,,2025-07-18T23:01:38.396013Z,,,3000000,4630486,2025-07-18T23:01:00.000000Z,,,129693752,,https://cdn.gymrats.app/8ae277d4-cdc5-4ed1-84fb-4b8a9b131539.jpg,1,,,,
290482806,v2,,Pra cima 🔥🏃‍♂️,America/Bahia,,40,2025-07-18T23:17:55.178676Z,1.01,,2025-07-18T23:17:55.178676Z,,"""1.242742384474668""",2424000,4613998,2025-07-18T23:17:00.000000Z,,,129702775,,https://cdn.gymrats.app/5a5515d3-3298-43c4-a9b8-a72f30ad7b8b.jpg,1,,,,
290507060,v2,,Dia 02,America/Sao_Paulo,,41,2025-07-18T23:38:15.061487Z,1.0474999999999999,,2025-07-18T23:38:15.061487Z,321,,2514000,4630016,2025-07-18T23:36:34.347326Z,,,129713517,,https://cdn.gymrats.app/c95fb7f2-ed58-4795-8b0c-75f50d34542c.jpg,1,,,,
290514484,v2,,Cross Training,America/Bahia,,42,2025-07-18T23:45:35.289480Z,1.06,,2025-07-18T23:44:43.955357Z,245,"""0.9009882287441342""",2544000,1177597,2025-07-18T22:32:41.000000Z,,,129716784,,https://cdn.gymrats.app/f8a58400-08a0-420e-9f2d-3bd76f8f0d53.jpg,1,,,,
290519088,v2,,✅,America/Bahia,,80,2025-07-18T23:48:46.689938Z,2.0,,2025-07-18T23:48:46.689938Z,,,4800000,3608743,2025-07-18T22:10:00.000000Z,,,129718819,,https://cdn.gymrats.app/e0b46de1-1227-496b-b999-9f70a6e51df1.jpg,1,,,,
290525019,v2,,Que comecem os jogos 💪🏻💪🏻💪🏻💙,America/Bahia,,59,2025-07-18T23:54:21.755862Z,1.4886283333333332,,2025-07-18T23:54:21.755862Z,211,,3572708,731782,2025-07-17T08:35:59.000000Z,,,129721441,,https://firebasestorage.googleapis.com/v0/b/gymrats-1549569453212.appspot.com/o/fst.png?alt=media&token=55dd8146-cb7e-4729-a577-e4b8a315c91d,1,,,,
290525029,v2,Glúteo isolado ,Sextou 🫶🏼,America/Bahia,,52,2025-07-18T23:54:22.204453Z,1.3134074999999998,,2025-07-18T23:54:22.204453Z,337,,3152178,1644752,2025-07-18T22:59:56.000000Z,,,129721444,,https://cdn.gymrats.app/9a4d3af3-fe06-46c2-a0c5-d3d0eb0f914f.jpg,1,,,,
290546933,v2,,Pai tá voltando ,America/Bahia,,46,2025-07-19T00:14:09.886237Z,1.15,,2025-07-19T00:14:09.886237Z,,,2760000,4632908,2025-07-18T23:30:00.000000Z,,,129731141,,https://cdn.gymrats.app/bb519711-b5de-4daa-ac54-a9fb88ac11b2.jpg,1,,,,
290551945,v2,,Dia 2 ✅️,America/Sao_Paulo,,72,2025-07-19T00:19:08.043988Z,1.8,,2025-07-19T00:19:08.043988Z,,,4320000,370237,2025-07-19T00:17:34.661300Z,,,129733364,,https://cdn.gymrats.app/bdca741b-d22a-4004-b7eb-fda999dbdd54.jpg,1,,,,
290556652,v2,,Corrida,America/Sao_Paulo,,42,2025-07-19T00:38:32.907185Z,1.0,,2025-07-19T00:23:38.954629Z,,"""3.1068559611866697""",2520000,4626095,2025-07-18T23:30:00.000000Z,,,129735465,,https://cdn.gymrats.app/9ab575f1-421c-444c-a7fd-3a08d05020ad.jpg,0,,,,
290579055,v2,,+1,America/Bahia,,60,2025-07-19T00:47:17.742493Z,1.50125,,2025-07-19T00:47:17.742493Z,,,3603000,2435077,2025-07-19T00:46:13.436334Z,,,129745389,,https://cdn.gymrats.app/c4221f26-46a9-46cf-9b08-c99be3f900d6.jpg,1,,,,
290590300,v2,,18/07 ✅️,America/Sao_Paulo,,41,2025-07-28T12:27:55.201626Z,1.0,,2025-07-19T01:00:12.596853Z,,"""2.112662053606935""",2460000,4640490,2025-07-19T00:09:00.000000Z,,,129750406,,https://cdn.gymrats.app/a2ed5e29-5b0f-491e-8627-011472aa285b.jpg,0,,,,
290614572,v2,,Day 2 #sextou #constancia ✅,America/Sao_Paulo,,65,2025-07-19T01:31:35.894933Z,1.625,,2025-07-19T01:31:35.894933Z,,,3900000,4562980,2025-07-19T01:29:10.726980Z,,,129761200,,https://cdn.gymrats.app/4b27d728-1b07-4cfa-b32f-458020f646c3.jpg,1,,,,
290643416,v2,"#pósfacul 
Treino do dia 18.07.25",Antes tarde do que nunca 💨💪🥲🤯🤯,America/Bahia,,48,2025-07-25T11:37:20.358867Z,1.2,,2025-07-19T02:24:49.463310Z,,,2880000,531003,2025-07-19T01:23:00.000000Z,,,129774103,,https://cdn.gymrats.app/06d3622e-c5e4-48c5-9d9b-506ba66c82e7.jpg,1,,,,
290687442,v2,Saúde e integração! ,#EnergiaTotal,America/Bahia,"{""id"":226548,""updated_at"":""2025-07-19T10:25:42"",""created_at"":""2025-07-19T10:25:42"",""workout_id"":290687442,""location_latitude"":""-12.9397225"",""location_longitude"":""-38.43268""}",58,2025-07-19T10:25:42.894818Z,1.4533333333333334,,2025-07-19T10:25:42.894818Z,,"""3.2311301996341366""",3488000,4629072,2025-07-19T08:55:00.000000Z,,,129793810,,https://cdn.gymrats.app/a0400836-1b3c-4d2f-bd31-dfbc1b0187d7.jpg,1,,,,
290687525,v2,,Treino musculação ,America/Bahia,,80,2025-07-19T10:28:40.172252Z,1.0,,2025-07-19T10:26:14.168810Z,,,4800000,4637293,2025-07-18T23:20:00.000000Z,,,129793848,,https://cdn.gymrats.app/68e6f6f4-bcce-4c29-9733-c660f240c9c7.jpg,0,,,,
290696412,v2,,🐠✅ sabadou ,America/Bahia,,60,2025-07-19T11:01:10.701180Z,1.5,,2025-07-19T11:01:10.701180Z,,"""0.7767139902966674""",3600000,4441412,2025-07-19T10:00:00.000000Z,,,129797828,,https://cdn.gymrats.app/0a276224-5f3c-4361-9f03-d70dffee7186.jpg,1,,,,
290696745,v2,,Hoje também é dia!!,America/Bahia,,104,2025-07-19T11:02:07.556257Z,2.617916666666667,16325,2025-07-19T11:02:07.556257Z,1178,"""9.027688441962233""",6283000,193425,2025-07-19T08:30:58.000000Z,,,129797976,,https://cdn.gymrats.app/ef715a49-002a-4929-8f6f-7f2f176023b4.jpg,1,,,,
290698837,v2,,🚴‍♀️👀,America/Bahia,,41,2025-07-19T11:38:07.894839Z,1.0254166666666666,,2025-07-19T11:08:00.088224Z,,,2461000,4624187,2025-07-19T11:07:00.000000Z,,,129798922,,https://cdn.gymrats.app/c37926da-30bd-4402-81d2-d41aa5a6d52d.jpg,1,,,,
290705839,v2,,Musculação,America/Sao_Paulo,,41,2025-07-19T11:26:37.506837Z,1.025,,2025-07-19T11:26:09.322590Z,403,,2460000,4633092,2025-07-19T11:25:16.974587Z,,,129802073,,https://cdn.gymrats.app/fdf9dea8-9976-4b86-b0a8-de6674022bec.jpg,1,,,,
290721220,v2,Foco total!,Dia 03,America/Bahia,,50,2025-07-19T11:59:13.027106Z,1.25,,2025-07-19T11:59:13.027106Z,,,3000000,4629792,2025-07-19T11:00:00.000000Z,,,129808920,,https://cdn.gymrats.app/46d67de1-bb1d-4176-8e53-cd7612163a5d.jpg,1,,,,
290728091,v2,,Spinning 🚴‍♀️💥💨,America/Sao_Paulo,,60,2025-07-19T12:10:10.488409Z,1.5,,2025-07-19T12:10:10.488409Z,,,3600000,3432244,2025-07-19T11:00:00.000000Z,,,129811963,,https://cdn.gymrats.app/6b43bf0e-8a17-44ee-9483-f4fcb7e399b2.jpg,1,,,,
290742326,v2,Voltando aos treinos ,Caminhada + pedal,America/Bahia,,46,2025-07-20T12:16:18.385658Z,1.0,,2025-07-19T12:31:29.328971Z,,"""3.1068559611866697""",2760000,4634901,2025-07-19T11:33:00.000000Z,,,129818296,,https://cdn.gymrats.app/7c8bcebd-dbca-4782-92b4-060a4c350eb7.jpg,0,,,,
290745055,v2,Academia + Caminhada matinal,3/60,America/Bahia,"{""id"":227626,""updated_at"":""2025-07-19T12:35:31"",""created_at"":""2025-07-19T12:35:31"",""workout_id"":290745055,""location_latitude"":""-12.937727654436106"",""location_longitude"":""-38.49517239404549""}",52,2025-07-19T12:35:31.217393Z,1.3079166666666668,,2025-07-19T12:35:31.217393Z,605,"""1.2924520798536545""",3139000,512030,2025-07-19T10:52:29.000000Z,,,129819517,,https://cdn.gymrats.app/415f587c-abef-4b59-810a-335291c0232a.jpg,2,,,,
290750399,v2,A foto é do pós treino 🫶🏼,Sábado 🏃🏻‍♀️‍➡️,America/Bahia,,42,2025-07-19T12:50:37.829189Z,1.0576004166666668,,2025-07-19T12:43:17.209191Z,303,"""3.1251""",2538241,731782,2025-07-19T11:53:18.000000Z,,,129821896,,https://cdn.gymrats.app/441282ac-143b-4d7b-80e8-f5e02417edb5.jpg,1,,,,
290768644,v2,,Cross Training,America/Bahia,,55,2025-07-19T13:06:12.611515Z,1.3929408333333333,,2025-07-19T13:05:28.787565Z,339,"""1.2701""",3343058,1177597,2025-07-19T12:09:38.000000Z,,,129829952,,https://cdn.gymrats.app/44c957c6-070b-4031-9df1-bc8ee695d89d.jpg,1,,,,
290802772,v2,Sábado é dobrado!!!!,Futzimmmmmm,America/Bahia,"{""id"":228800,""updated_at"":""2025-07-19T13:41:37"",""created_at"":""2025-07-19T13:41:37"",""workout_id"":290802772,""location_latitude"":""-12.972414674496413"",""location_longitude"":""-38.43013424293717""}",120,2025-07-19T13:41:37.269317Z,3.0,,2025-07-19T13:41:37.269317Z,,,7200000,4645342,2025-07-19T11:37:00.000000Z,,,129845025,,https://cdn.gymrats.app/fea4dbc9-04b2-4513-b395-0fd7424e3f07.jpg,1,,,,
290812314,v2,Cardiozinho na areia da praia em plena lua de mel.,Anota a placa papá…,America/Bahia,,43,2025-07-19T13:51:10.132421Z,1.0775000000000001,,2025-07-19T13:51:10.132421Z,,"""3.1068559611866697""",2586000,900220,2025-07-19T12:45:00.000000Z,,,129849215,,https://cdn.gymrats.app/e8a3664c-cf0b-48a0-ba64-0e53d54b4eb2.jpg,1,,,,
290821737,v2,,Musculação ,America/Bahia,,120,2025-07-19T14:00:13.008049Z,3.0,,2025-07-19T14:00:13.008049Z,,,7200000,4637293,2025-07-19T13:59:28.334588Z,,,129853343,,https://cdn.gymrats.app/39278c46-0998-4a9c-bc36-802bc1bb7482.jpg,1,,,,
290870514,v2,,Hot Yoga,America/Bahia,,57,2025-07-19T14:56:37.648741Z,1.4429233333333333,,2025-07-19T14:43:26.562487Z,336,,3463016,1644752,2025-07-19T13:45:30.000000Z,,,129874623,,https://cdn.gymrats.app/9984cd52-60c9-4b3e-a2c8-80cbab41d1ee.jpg,1,,,,
290871775,v2,,✅,America/Bahia,,40,2025-07-19T14:44:38.057031Z,1.0,,2025-07-19T14:44:38.057031Z,,"""3.4175415573053365""",2400000,220368,2025-07-19T14:44:00.000000Z,,,129875171,,https://cdn.gymrats.app/2f17f245-28ac-4a6f-8f72-7db393b7a195.jpg,1,,,,
290928143,v2,,3/60,America/Bahia,,50,2025-07-19T15:33:36.099986Z,1.2625,6672,2025-07-19T15:33:36.099986Z,607,"""4.0202716137755505""",3030000,4626581,2025-07-19T15:32:00.000000Z,,,129899721,,https://cdn.gymrats.app/60a22396-a1cd-45a3-98cb-776ae5b2ccf6.jpg,1,,,,
290941936,v2,,Running,America/Bahia,,50,2025-07-19T15:47:21.381930Z,1.2633333333333332,,2025-07-19T15:47:21.381930Z,701,"""4.0209""",3032000,4626581,2025-07-19T14:35:45.000000Z,,,129905735,,https://firebasestorage.googleapis.com/v0/b/gymrats-1549569453212.appspot.com/o/running.png?alt=media&token=a35a174b-d1ce-45fe-a759-c9c39d910762,1,,,,
290945846,v2,,Sabadou🔥,America/Bahia,,104,2025-07-19T15:51:28.709738Z,2.6007470833333333,,2025-07-19T15:51:28.709738Z,1158,,6241793,288715,2025-07-19T11:37:08.000000Z,,,129907432,,https://cdn.gymrats.app/e911c818-b1e4-4b20-8bf9-fe6dc4b27bbe.jpg,2,,,,
290977505,v2,,Day3 #Treinão de Ombros + Cardio #Foco 🔥,America/Sao_Paulo,,90,2025-07-19T16:26:05.585044Z,2.25,,2025-07-19T16:26:05.585044Z,,,5400000,4562980,2025-07-19T16:23:07.621151Z,,,129921232,,https://cdn.gymrats.app/814787e4-4b11-4e39-bbe5-94167f41b8ca.jpg,1,,,,
290979412,v2,,3 ✅️,America/Sao_Paulo,,64,2025-07-19T16:28:20.898471Z,1.6,,2025-07-19T16:28:20.898471Z,,,3840000,370237,2025-07-19T14:40:00.000000Z,,,129922057,,https://cdn.gymrats.app/9df101d7-83c6-4c11-8503-c99f44eb3e94.jpg,1,,,,
291036525,v2,Corrida morro do chapeu trilha,Corrida trilha ,America/Sao_Paulo,,242,2025-07-19T18:10:25.261999Z,6.057916666666666,33504,2025-07-19T17:53:03.842568Z,1800,"""14577.368169887854""",14539000,4626331,2025-07-19T11:24:00.000000Z,,,129947049,,https://cdn.gymrats.app/fab3ca12-d46a-49a8-a4f1-8d15458d4741.jpg,1,,,,
291046485,v2,,Academia ,America/Bahia,,50,2025-08-01T17:36:45.905618Z,1.25,,2025-07-19T18:10:35.109933Z,,,3000000,4646924,2025-07-19T14:00:00.000000Z,,a754f3f0-40c3-4042-acac-d3dbbb3eb241,129951415,,https://cdn.gymrats.app/43b16d4c-4fa9-484e-b273-ca84b76083a0.jpg,0,,,,
